img_name,am,arousal
1005_b980c0747d20935bc63cc27a9e05ce2ff5bae98f859872ec48edd7f5_orig.jpg,-0.476192,0.316092918
1010_06d15f44b979c086561137000ec070ba4cd479856f92840a7850b2bf_orig.jpg,-0.189786,0.5011741955
1014_a5c212ca979d482cf94c2db7697aba75620391a64b030ab7ad2bbecf_orig.jpg,-1.374372,-0.631117103
1022_cf035e583d41a856836f8b0ae314ecbe79dffd9e40ef6a08cc26028f_orig.jpg,3.05846,-0.20092111066666662
1037_e2eb929a6de79a63ce6cfe5321fcb74a203b134e4094932d90b01d99_orig.jpg,0.0,0.640664209
1039_d64da8480fc6e94dcdc513237d600570ae0b9fe48795ac6a8b2d29a7_orig.jpg,-1.142856,0.2037881565
1061_665178b9cb0bc869cc2e2b68def4838db04e66f9531098fb75875a09_orig.jpg,-0.3174604,0.17515777366666663
112_b6a4ce721c2e42943d7d8b168751d74cd2f372b1cd4fed5a4404faec_orig.jpg,0.505688,0.6033816256666668
1225_59c67a821456f2cce3e5acf66d7f00076bd02caffc984c1eb0df794e_orig.jpg,3.809524,0.6428575255000001
1228_557412d34d6a70b7c5d222e030aa485b351a4574e8ba1a3112d1d13d_orig.jpg,0.703464,0.34342314283333325
1239_cee00457f4cfb76a407b12fd5ad714d440a4614c1e5467ee16caf618_orig.jpg,0.190476,0.6932213415
137_0e6a04243c0a42a5e2528a2d181255ca2a4b7bd6e7978c5c2059c69f_orig.jpg,2.095236,0.052239255500000005
13_771f4fcf0a212d25d6a78565e7f34cc5ddd823e7afbdc77ef063326e_orig.jpg,0.0,0.22264407099999994
156_08e8cf8f04630e9213e610580de73f51572d1d589878648700bae4dc_orig.jpg,0.0,0.2684573333333333
172_c641c6c56ca6b594b773084e1363c852abdb65f988d7ff802ee503f2_orig.jpg,0.01725328,-0.25354086616666666
236_f645730e1eb06155418c9a571329cc7fa320654fcaaedf1048b5cc11_orig.jpg,0.0,0.3953147675
242_85283f6935a89812ab229dcad9ba184529c9242ac3106d768ecf3ab3_orig.jpg,-0.2949852,0.21935243033333332
243_beddb302dcb21071d88c8d2cab07002050d36b3001ef28f89389fa56_orig.jpg,-0.2070392,-0.588751023
258_d26019382777d2159a974a7654923e71598135ce2cd710cea1f92865_orig.jpg,-0.61104,0.8903168581666666
267_792043debad81ce271cec5b3c3bd9d264efc13f362bec9c7a3f72fe7_orig.jpg,0.2107036,-0.7520941481666666
284_cdcbd54fc995081ac95c8b2c37a19cebb341f61a8eb268cee1623492_orig.jpg,2.095236,-0.6943391768333332
28_6318543b74eeb646a1735477ebc023fdc9ac3849bc0db1957c272a26_orig.jpg,-0.74584,0.05926700633333337
293_3dfdfafc0c6a54b2da7453750ac281f7718c0b3337b0a74c4563d6bd_orig.jpg,2.632596,-0.31847855566666666
332_4d584229bdae2e1782f77f0e953e528f13c3dfa79b4b94736c0310fa_orig.jpg,0.483092,1.6607755453333333
347_27f0e47c2722605b950ccf9fa900f78271e4c3c874064ab5dacac160_orig.jpg,0.3097172,-0.37163067450000004
349_18d92ef5c21ca70a3dd237aad251594e1688bbe01d8cff37b89c46b8_orig.jpg,-1.258228,-0.318501011
349_8809a67686d34844c915d7700e2ea72ad1c02ae232ae0d3cc0e458d4_orig.jpg,-0.2857144,0.47007799399999994
353_44e285740cb41818482ac93fc5fbd72c18029444a1d7506c9fc053e7_orig.jpg,-0.87108,0.8360528010000001
354_e46c3ec6fb00773f64f2bcd212385f253c389808fe724b7cf8611051_orig.jpg,0.0,0.8826883266666666
355_00a76f54934d36566dd0e7b091b8aa6a56d8e6b32d349aa578a10b45_orig.jpg,0.3439151999999999,0.04132293683333336
358_157f8ac929713531a15b1ecf115e7b659cb90e83d675251e368d165f_orig.jpg,-0.571428,0.2673012163333334
361_b5541309527dc3c2422f45a95ebb0ed32005e6fe10d0489a1ff1fbdc_orig.jpg,-0.2516452,0.019894706333333345
365_45a719cabbc9aa308c4fcb30d529489c6966ac4073874af84f665c61_orig.jpg,-1.968252,-1.2351829001666668
368_6507b94d7d0199f14efd3706db30c9c44b96085f84e9cc7792e3e0ae_orig.jpg,0.400336,1.669098504
369_98db62a1bdabfd1bc551180da6658005b461585cd21614633cf76470_orig.jpg,-0.03174604,-0.838443844
369_c99797771115d7627d4abe3415f814497288f91a7be1a04c17c776b9_orig.jpg,-0.174216,-0.3133807975
379_eeaa6d9bf5a4ef205dc48bc505cf3a7f24ea86e99af9b371e03602a7_orig.jpg,2.88936,-0.7968644831666666
380_34772591c787182a37724027eac6948ebc9d4064f6a601d23b923b8e_orig.jpg,-0.063492,-0.3667589486666667
381_5935a9f9796adce2f1539af6c75bcdc0c80d847a2ce9b77cf59b7672_orig.jpg,-0.4424759999999999,-0.3636049301666667
394_8e3a0cb945144d53bd1ace04b6256237ed9dcbbd9cb83f8a4886b0e6_orig.jpg,2.651956,-0.989368448
396_208259ea431d47bb7f3946213eb099834eb119756ce304ad473d4d9f_orig.jpg,-0.3809524,-0.282365586
39_2fafccaa4dc69045a05845f59c6b3cd2edcf7e0e0c108b24e553afe0_orig.jpg,0.463548,0.032664972333333354
403_57ac47f43882fc031a6067b1a388c0b2cbe8708dcbd2ff1019932eff_orig.jpg,-1.3968239999999998,0.13273623399999998
407_578d31d32e806706dde2563213f130b90e621abfed0e47ecabd85d27_orig.jpg,-0.444444,0.1906507118333333
410_9633c4ff6e8888fcfca59a60ca86e9606d3e0736500a254101bdf295_orig.jpg,2.981028,-0.5954884838333333
411_adfd0d5782129756321ff671d0cfb712528504c66c863df11aabd1e7_orig.jpg,-1.3695759999999997,-0.44704425766666667
414_0187bdf7007109b487865b6a9d388997a6817acf052a6a7cdd5b39d9_orig.jpg,-1.133056,0.004188092833333286
416_5eb54976bb41ce2a6d129ef985f792e716f010fb9b69b15f50f5d2db_orig.jpg,2.602972,-0.3460590018333334
416_8a1f874e0057d67a4e6955865ba88b2d8ce2c8b4469589307687a723_orig.jpg,3.088264,-0.15357650766666672
431_ab5a1dbbe9292ac7f74e276cdabcd372e2c1f852ff34bf7cc6646ef8_orig.jpg,0.354334,-0.06044580683333326
434_ba36d91204d7e578001f6a545d7501e65d209554def5a3c8b7583825_orig.jpg,1.428572,0.646338296
440_9bf7e8609729bf888835168834da6c3ff30b75d0d4f36e2ee6918bcc_orig.jpg,2.710028,1.0693798498333333
440_dc6413e2b65369ee2587f4d85621742fe4ca87392d0a8ad2ea7d94e3_orig.jpg,1.69404,-0.4373058981666667
442_7449d79dae5d652af9b2429872cabdef938646ba024db2f431b3b28d_orig.jpg,0.126984,-0.3815802526666667
449_9c1e990a3480e5b51430fe76b0188e69ba2468fd6a866b88b2d0dd75_orig.jpg,0.03174604,-0.8044373038333332
453_54f106fd1d4b65fa4aa347407127fc30d49f791e81aee3a0bbe44489_orig.jpg,0.0,0.05859724516666668
455_34a7d8167619d110206c369e3f7dce8a3f99db763a9d8e2b956501d3_orig.jpg,-0.3827896,-0.3294250735
459_46e25de472bb056cb470716d30937415f7344bfc4354d6eb710d8c9f_orig.jpg,0.0,-0.9169454441666667
460_e06b3af7ff2f2bfb5f9b6e3d5dc25b9aaa40b84823fac8fd934621bd_orig.jpg,-1.607468,0.06641379116666668
468_8b69b13120daebadd8a4a3166e1419f2404395cba231307a4efa9fde_orig.jpg,0.2539684,0.28164522716666673
482_a1cd28915c5044c018195ab0fff10dcc95e385246b045a7cd4463ff7_orig.jpg,-1.555612,0.0844192628333333
48_2cc936b2483ab2944c9158e163342b874ef6c1492fd8fca08c0e096e_orig.jpg,-0.779604,-0.7279561391666666
492_a1a4d288d3bc486c83c3b6a835c42891989f5ba781633932298a7676_orig.jpg,-0.44522,0.22619426766666664
494_5c6c3b85a2734a43c24bfe337d42ffcc82b7347227804d01c784cef4_orig.jpg,0.0,-0.7095248971666667
498_305b74cdc4784d9d25e72724302e5402def70177ea31ae7e25fab66b_orig.jpg,-0.444444,-0.10485587666666667
500_3b520c7f352afa1a9f8c07e56cc0588cdc04d25ff6e7b602b5e280cb_orig.jpg,3.1176599999999994,0.16163520550000002
508_a7a9519cdc7aad6844030f4e6cd96cffd1b9c49b71e20ea52789bda2_orig.jpg,-1.29694,-0.3287407245
59_8568373b727f29d67ba6ce4c360dd918c8b08b13495fca56bdda5e82_orig.jpg,0.505688,-0.11182932849999998
60_ad52063167538de24f94d7dfd04808cb94cf8f426c40871d2f126505_orig.jpg,0.0,0.07196347666666665
616_05a637f5281666f53d4e2ef69351485fc21d629b37ee2006b2076eb6_orig.jpg,-0.832364,0.20300277649999998
620_9674719009d75dcfeaed7f15932c43e1fd1af5e25d47b8aadd61efe2_orig.jpg,1.142084,-0.2869626820000001
640_0ddb4981a5f5842ed5b4f7ef941be53779189df5e718b1fc5475ad80_orig.jpg,-1.873016,0.2358230878333333
646_577760d718dab44c6f04d77408c5644a120065ce07a9503957d0850a_orig.jpg,2.61324,-0.12217411799999996
663_aaf52107fe3a86392530d88b34e86f9d2b6820714cad98d1e3c2cb67_orig.jpg,0.0918696,0.12256308083333334
683_a004ad18331da968da5debdd15e1447dd7748750af0bc6c57b844200_orig.jpg,2.466524,-0.5350638573333333
686_6745b57686ad5d1bd6cf3e7ed5bc0243a154f8939e88e30321dfcfdb_orig.jpg,3.6507920000000005,0.7996011731666668
687_e3b018945792a574962235c88c553b7c318c75eec2596478e8a7b877_orig.jpg,-0.42585999999999996,-0.00663289899999997
692_7d7eaf20e6de8956f0fca7500ace97a8599aa8b605a7d690cdb28724_orig.jpg,-1.26984,-0.9557536574999999
692_e3e3bf88684fbbcdb9849a4147f9e2fcd39b0f083554a829aca4e9fa_orig.jpg,3.135888,0.1796536011666667
694_7a14b8ab7c564dcb0f628c4de7f6cb54e4c5f6601f774bf167641c37_orig.jpg,0.11614399999999998,-0.24119729366666665
694_f80f33613b268beffd6c044537cf3b44a84683d6e889bc37b8e9c34b_orig.jpg,3.34728,0.6920002821666666
700_59cb565f134f1afd066d7b6d936c6511b7cb76de0e9cbb5ce15124ad_orig.jpg,0.0,-0.1184557873333333
709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_orig.jpg,-0.01935732,1.0866689826666667
716_2ab64478147184c4df720a52cf621875addc9007cb2967e4a9a88909_orig.jpg,0.0,-0.40814504100000004
720_483c541c48959a597fcf44320941afaf8b7695105f90d65b5f6b30f2_orig.jpg,-0.2539684,1.0827868981666666
736_bb85db1bcda8eb34299aa5791ac65a0a7c343266eb2d6e6e328ec0e1_orig.jpg,-0.03174604,0.2539147038333333
741_2b218fb015e3da83db73cacdb52e61e0c2534c1fe255bb1c5c74d47f_orig.jpg,0.44858400000000004,-0.32237402466666665
748_e519892faa7c772a0afaf9eeff36cf0e411574027ab3d9aa4947a048_orig.jpg,3.307432,0.27236507716666675
759_95e1c46ed9a337414d5c8eada8fa8b9632e18751f5ce6ed587806e91_orig.jpg,0.0,-0.11121507600000001
818_877aae033c31e3bbca4486321a5307f87cf53c576c546462d3daf194_orig.jpg,0.619436,-0.6765897143333334
824_b1d91cc824ce0d3d383d3147da88d3d6dbaf6be918bab79e3ec8f501_orig.jpg,-1.432784,0.3723284196666667
82_43f4d5aec7c2e5bd495473f6708a0f2d47c9fe34e1fe9436646cb036_orig.jpg,0.505688,1.1825865078333333
854_081a8409e4d6d10923b2dedcc16a3fca405fcd602e55a20d84cac69d_orig.jpg,1.21538,-0.5000124711666667
855_66d893451dfd1e7615132071c6c8a82b02dc2b37781cd89400883b26_orig.jpg,0.21436240000000004,-0.91483947
858_2f6539ee36aba48c38dc716d4f7c3ae93367d6ddf23ab41745d4172c_orig.jpg,0.176752,-0.3636116293333333
860_05c4e22518a30d3d2add458a8fc6488f87b9b02dd8e385ded939f025_orig.jpg,0.3097172,0.8974106411666667
877_cab3efed0c9ff4552037df6c1ea4ea9713f915c94592a14dbf2799da_orig.jpg,0.3174604,0.13237652900000005
915_dc9fd40a3b5d64a180833a7bac86e7556c24f681f473fe255e41f936_orig.jpg,-0.9186960000000001,-0.36837527466666664
92_5d20d78a8e57e628c6930676473a4e0a485e715841efd6286c660020_orig.jpg,0.0,-0.4291386523333333
986_a77edb21e78bc3a6aa7406517824596b3496ad6c657b6befb84cf370_orig.jpg,-0.60496,0.3289888778333333
